Name,Rank,Level,Link,Gold,Silver,Bronze,Points,Joined,Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
Laurent Pourchot,150,master,https://www.kaggle.com/pourchot,4,13,14,484,2 years ago,"Paris, Île-de-France, France",24.0,6.0,40,559,143.0,149.0,Notebooks Master
Meet Nagadia,151,expert,https://www.kaggle.com/meetnagadia,0,8,55,482,2 years ago,"Ahmedabad, Gujarat, India",14.0,33.0,76,368,125.0,152.0,Datasets Expert
Heroseo,152,master,https://www.kaggle.com/piantic,9,8,12,477,3 years ago,"Seoul, Seoul, South Korea",63.0,16.0,33,591,45.0,155.0,Notebooks Master
Junji Takeshima,153,master,https://www.kaggle.com/junjitakeshima,6,6,5,477,a year ago,"Kawasaki, Kanagawa, Japan",13.0,,17,142,142.0,154.0,Notebooks Master
Will Koehrsen,154,master,https://www.kaggle.com/willkoehrsen,12,3,2,476,6 years ago,"Boston, Massachusetts, United States",8.0,11.0,22,202,7.0,153.0,Notebooks Master
Manav,155,master,https://www.kaggle.com/manabendrarout,6,8,14,474,4 years ago,"Noida, Uttar Pradesh, India",17.0,8.0,29,554,83.0,156.0,Notebooks Master
Brenda N,156,master,https://www.kaggle.com/brendan45774,9,11,0,473,4 years ago,"Florida City, Florida, United States",7.0,15.0,20,306,72.0,157.0,Datasets Master
YuyaYamamoto,157,master,https://www.kaggle.com/nejumi,10,8,14,468,7 years ago,"Tokyo, Tokyo, Japan",22.0,2.0,49,393,70.0,159.0,Competitions Grandmaster
Nghi Huynh,158,master,https://www.kaggle.com/nghihuynh,3,8,6,468,2 years ago,"Montreal, Quebec, Canada",7.0,7.0,18,175,153.0,158.0,Notebooks Master
Wongi Park,159,master,https://www.kaggle.com/kalelpark,4,11,8,467,a year ago,,9.0,4.0,24,341,146.0,160.0,Notebooks Master
Shubham Trivedi,160,master,https://www.kaggle.com/shubhamptrivedi,3,14,0,464,a year ago,"Amreli, Gujarat, India",,5.0,16,"1,005",144.0,145.0,Notebooks Master
Vahideh Dashti,161,grandmaster,https://www.kaggle.com/vahidehdashti,16,0,0,462,2 years ago,"Yazd, Yazd Province, Iran",,5.0,16,"1,234",89.0,164.0,Notebooks Grandmaster
tensor choko,162,master,https://www.kaggle.com/tensorchoko,1,12,31,460,3 years ago,,63.0,16.0,65,255,113.0,163.0,Notebooks Master
radmirkaz,163,master,https://www.kaggle.com/hijest,9,11,10,459,2 years ago,"Charlotte, North Carolina, United States",22.0,13.0,31,264,56.0,166.0,Notebooks Master
Quadeer Shaikh,164,master,https://www.kaggle.com/quadeer15sh,1,16,0,454,4 years ago,"Navi Mumbai, Maharashtra, India",3.0,8.0,17,243,151.0,167.0,Notebooks Master
Tarek Hamdi,165,master,https://www.kaggle.com/hamditarek,12,9,22,453,5 years ago,"Helsinki, Finland",44.0,22.0,57,701,48.0,168.0,Notebooks Master
Nguyen Thi Cam Lai,166,master,https://www.kaggle.com/nguyenthicamlai,4,6,1,450,3 months ago,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1.0,,11,521,165.0,170.0,Notebooks Master
chazzer,167,expert,https://www.kaggle.com/chazzer,3,5,10,449,2 years ago,"Florence, Tuscany, Italy",6.0,3.0,20,126,161.0,162.0,Datasets Expert
DLastStark,168,expert,https://www.kaggle.com/dlaststark,5,4,16,446,2 years ago,"Dhanbad, Jharkhand, India",23.0,8.0,44,62,97.0,173.0,Competitions Expert
katsu1110,169,master,https://www.kaggle.com/code1110,6,15,29,445,6 years ago,"Tokyo, Tokyo, Japan",35.0,20.0,111,270,73.0,174.0,Notebooks Master
Muhammed Tausif,170,master,https://www.kaggle.com/muhammedtausif,1,11,13,445,3 years ago,"Sohawa, Punjab, Pakistan",6.0,15.0,29,"2,112",168.0,171.0,Notebooks Master
Kishal Mandal,171,master,https://www.kaggle.com/kishalmandal,3,13,21,444,2 years ago,"Kolkata, West Bengal, India",20.0,10.0,39,405,86.0,175.0,Notebooks Master
Anandhu H,172,master,https://www.kaggle.com/anandhuh,7,13,0,443,2 years ago,"Varkala, Kerala, India",7.0,31.0,20,948,121.0,172.0,Datasets Grandmaster
Andrej Marinchenko,173,master,https://www.kaggle.com/andrej0marinchenko,2,9,26,441,a year ago,"Polatsk, Vitebsk Region, Belarus",31.0,8.0,68,904,136.0,176.0,Notebooks Master
Varun Nagpal Spyz,174,master,https://www.kaggle.com/varunnagpalspyz,1,13,10,438,10 months ago,"Gurugram, Haryana, India",11.0,14.0,26,263,166.0,178.0,Notebooks Master
Cabaxiom,175,expert,https://www.kaggle.com/cabaxiom,3,4,9,436,3 years ago,"London, England, United Kingdom",10.0,,20,55,159.0,177.0,Notebooks Expert
Jillani Soft Tech,176,master,https://www.kaggle.com/jillanisofttech,0,11,33,436,a year ago,"Lahore, Punjab, Pakistan",16.0,17.0,72,556,150.0,179.0,Notebooks Master
Ravi Ramakrishnan,177,master,https://www.kaggle.com/ravi20076,4,7,3,430,a year ago,"Dubai, Dubai, United Arab Emirates",16.0,,14,"4,298",168.0,169.0,Notebooks Master
Ashwini Swain,178,master,https://www.kaggle.com/ash316,9,9,5,428,6 years ago,"Mumbai, Maharashtra, India",1.0,2.0,25,259,10.0,180.0,Notebooks Master
Kheirallah Samaha,179,master,https://www.kaggle.com/khsamaha,3,22,16,425,6 years ago,"Beirut, Beirut Governorate, Lebanon",5.0,4.0,41,"1,168",40.0,183.0,Notebooks Master
Ishara Neranjana,180,master,https://www.kaggle.com/sisharaneranjana,8,5,0,424,2 years ago,"Colombo, Western Province, Sri Lanka",2.0,,13,"1,103",135.0,184.0,Notebooks Master
Qusay AL-Btoush,181,master,https://www.kaggle.com/qusaybtoush1990,0,15,17,424,8 months ago,"Amman, Amman Governorate, Jordan",,29.0,31,950,167.0,182.0,Notebooks Master
Kabir Ivan,182,master,https://www.kaggle.com/realneuralnetwork,3,10,4,422,2 years ago,,48.0,10.0,20,41,174.0,181.0,Notebooks Master
kaerururu,183,master,https://www.kaggle.com/kaerunantoka,4,7,11,418,4 years ago,"Tokyo, Tokyo, Japan",47.0,153.0,49,116,117.0,186.0,Competitions Master
HASIB AL MUZDADID,184,master,https://www.kaggle.com/hasibalmuzdadid,5,5,0,415,a year ago,"Dhaka, Dhaka Division, Bangladesh",2.0,3.0,10,687,160.0,161.0,Notebooks Master
NAIN,185,master,https://www.kaggle.com/aakashnain,5,21,21,414,7 years ago,"New Delhi, Delhi, India",10.0,,65,217,64.0,187.0,Notebooks Master
Serkan Polat,186,master,https://www.kaggle.com/serkanp,1,10,8,414,9 months ago,"İzmir, İzmir, Turkey",,14.0,31,360,164.0,165.0,Notebooks Master
Kaan BOKE,187,master,https://www.kaggle.com/kaanboke,7,11,4,410,a year ago,"Helsinki, Finland",1.0,,22,986,103.0,188.0,Notebooks Master
Muhammad Imran Zaman,188,master,https://www.kaggle.com/muhammadimran112233,5,8,9,409,2 years ago,"Punjab, Pakistan",6.0,6.0,22,884,165.0,191.0,Notebooks Master
Sercan Yeşilöz,189,master,https://www.kaggle.com/sercanyesiloz,5,10,10,408,4 years ago,"İstanbul, İstanbul, Turkey",11.0,8,33,90,152.0,190.0,Notebooks Master
Lunana,190,master,https://www.kaggle.com/lunapandachan,1,11,5,408,a year ago,"Hakodate, Hokkaido, Japan",32.0,16,18,3,128.0,192.0,Notebooks Master
Usama Baloch,191,master,https://www.kaggle.com/usamabalochhh,2,9,3,404,6 months ago,"Karachi, Sindh, Pakistan",12.0,,14,512,,189.0,Notebooks Master
JohnM,192,grandmaster,https://www.kaggle.com/jpmiller,15,9,15,403,7 years ago,"Fort Worth, Texas, United States",130.0,29,46,981,36.0,195.0,Notebooks Grandmaster
M.Innat,193,master,https://www.kaggle.com/ipythonx,8,9,20,403,4 years ago,"Dhaka, Dhaka Division, Bangladesh",31.0,69,41,940,145.0,196.0,Notebooks Master
🚀𝐒𝐨𝐧𝐚𝐥𝐢 𝐒𝐢𝐧𝐠𝐡,194,master,https://www.kaggle.com/sonalisingh1411,2,18,1,403,3 years ago,"Hyderabad, Telangana, India",2.0,30,64,576,109.0,197.0,Notebooks Master
Kalilur Rahman,195,master,https://www.kaggle.com/kalilurrahman,1,11,43,403,3 years ago,"Hyderabad, Telangana, India",20.0,27,66,819,124.0,193.0,Notebooks Master
Wei Hao Khoong,196,grandmaster,https://www.kaggle.com/khoongweihao,16,8,16,401,5 years ago,"Singapore, Singapore",112.0,178,60,481,28.0,199.0,Notebooks Grandmaster
Caesar Lupum,197,master,https://www.kaggle.com/caesarlupum,9,6,47,401,3 years ago,"Fortaleza, State of Ceará, Brazil",13.0,21,108,"1,516",34.0,200.0,Notebooks Master
Nitesh Yadav,198,master,https://www.kaggle.com/niteshyadav3103,9,8,1,401,2 years ago,"Neemrana, Rajasthan, India",,1,18,892,99.0,198.0,Notebooks Master
Halime Doğan,199,master,https://www.kaggle.com/halimedogan,4,13,0,401,2 years ago,"Aydın, Aydın, Turkey",25.0,6,17,248,118.0,201.0,Notebooks Master
Lex Toumbourou,200,master,https://www.kaggle.com/lextoumbourou,3,8,15,394,11 years ago,"Brisbane, Queensland, Australia",16.0,7,41,93,193.0,203.0,Notebooks Master
Leo0523,201,master,https://www.kaggle.com/hattan0523,4,8,2,394,4 years ago,"Kobe, Hyogo, Japan",23.0,8,14,76,164.0,206.0,Competitions Master
Thomas Konstantin,202,master,https://www.kaggle.com/thomaskonstantin,6,17,26,393,3 years ago,"Tel Aviv-Yafo, Tel Aviv District, Israel",1.0,21,53,438,58.0,204.0,Notebooks Master
Kunaal Naik,203,master,https://www.kaggle.com/funxexcel,7,7,13,391,5 years ago,"Bengaluru, Karnataka, India",10.0,4,82,61,166.0,205.0,Notebooks Master
KS,204,master,https://www.kaggle.com/ks2019,5,5,7,391,4 years ago,"Menlo Park, California, United States",54.0,374,18,237,118.0,208.0,Competitions Grandmaster
Leonardo Ferreira,205,grandmaster,https://www.kaggle.com/kabure,17,11,14,388,5 years ago,"São Paulo, State of São Paulo, Brazil",18.0,3,43,773,12.0,210.0,Notebooks Grandmaster
Francisco Javier Gallego,206,expert,https://www.kaggle.com/javigallego,4,5,4,387,8 months ago,"Granada, Andalusia, Spain",8.0,1,18,230,202.0,209.0,Notebooks Expert
Arsh Anwar,207,master,https://www.kaggle.com/d4rklucif3r,2,21,7,386,2 years ago,"New Delhi, Delhi, India",8.0,11,32,433,162.0,211.0,Notebooks Master
Tawara,208,master,https://www.kaggle.com/ttahara,7,13,12,385,7 years ago,"Shibuya City, Tokyo, Japan",33.0,116,36,353,56.0,212.0,Competitions Master
SandhyaKrishnan02,209,master,https://www.kaggle.com/sandhyakrishnan02,5,10,3,385,2 years ago,"Abu Dhabi, Abu Dhabi, United Arab Emirates",2.0,17,18,296,205.0,207.0,Notebooks Master
🌵,210,master,https://www.kaggle.com/frankmollard,11,13,21,384,3 years ago,"Frankfurt, Hesse, Germany",11.0,5,46,437,73.0,213.0,Notebooks Master
Ludovico Cuoghi,211,master,https://www.kaggle.com/ludovicocuoghi,3,15,1,383,2 years ago,"Tokyo, Tokyo, Japan",,,19,708,133.0,216.0,Notebooks Master
Jiwei Liu,212,master,https://www.kaggle.com/jiweiliu,6,7,7,382,9 years ago,"Princeton, New Jersey, United States",119.0,6,34,"1,357",29.0,214.0,Competitions Grandmaster
Firuz Juraev,213,master,https://www.kaggle.com/firuzjuraev,2,13,0,382,4 years ago,"Suwon-si, Gyeonggi-do, South Korea",5.0,3,15,424,162.0,215.0,Notebooks Master
Mehran Kazeminia,214,master,https://www.kaggle.com/mehrankazeminia,2,15,13,380,3 years ago,"Budapest, Hungary",27.0,58,35,163,157.0,202.0,Notebooks Master
Mobassir,215,grandmaster,https://www.kaggle.com/mobassir,18,6,8,379,4 years ago,"Dhaka, Dhaka Division, Bangladesh",50.0,39,32,"2,164",27.0,218.0,Notebooks Grandmaster
Sy-Tuan Nguyen,216,expert,https://www.kaggle.com/sytuannguyen,2,7,17,378,3 years ago,"Pau, Nouvelle-Aquitaine, France",21.0,15,75,259,124.0,219.0,Notebooks Expert
Dmitry Uarov,217,master,https://www.kaggle.com/dmitryuarov,2,19,4,375,2 years ago,"Moscow, Russia",15.0,,25,332,115.0,222.0,Notebooks Master
Trigram,218,master,https://www.kaggle.com/nxrprime,6,9,30,373,3 years ago,"Bengaluru, Karnataka, India",32.0,15,69,910,20.0,221.0,Notebooks Master
marketneutral,219,master,https://www.kaggle.com/marketneutral,8,6,3,371,5 years ago,"New York, New York, United States",17.0,7,23,530,142.0,223.0,Notebooks Master
Manoj Gharge,220,master,https://www.kaggle.com/manojgharge07,0,10,6,371,4 months ago,,1.0,18,16,648,214.0,217.0,Notebooks Master
Vivek Chowdhury,221,master,https://www.kaggle.com/vivek468,3,15,3,370,4 years ago,"New Delhi, Delhi, India",5.0,3,21,883,140.0,224.0,Notebooks Master
Tanishq Gautam,222,master,https://www.kaggle.com/ligtfeather,10,7,7,368,3 years ago,"Chicago, Illinois, United States",37.0,4,24,228,67.0,225.0,Notebooks Master
Faisal Qureshi,223,master,https://www.kaggle.com/mfaisalqureshi,8,7,0,368,3 years ago,"Karachi, Sindh, Pakistan",,11,15,864,171.0,226.0,Notebooks Master
pixyz0130,224,expert,https://www.kaggle.com/pixyz0130,0,5,10,367,a year ago,,37.0,9,16,16,137.0,228.0,Competitions Expert
Robert Kwiatkowski,225,expert,https://www.kaggle.com/datark1,4,4,7,366,5 years ago,"Warsaw, Masovian Voivodeship, Poland",5.0,,17,52,204.0,227.0,Notebooks Expert
Shubham Bisht,226,master,https://www.kaggle.com/mrbisht,2,8,0,365,a year ago,"Pauri, Uttarakhand, India",3.0,,10,582,224.0,230.0,Notebooks Master
C. Beaud,227,expert,https://www.kaggle.com/cbeaud,2,6,12,364,6 months ago,,51.0,1,20,254,197.0,220.0,Competitions Expert
Ilia Larchenko,228,master,https://www.kaggle.com/ilialar,8,4,2,363,6 years ago,"Bangkok, Bangkok, Thailand",87.0,1,21,64,126.0,229.0,Competitions Master
Tanmay Deshpande,229,master,https://www.kaggle.com/tanmay111999,2,8,1,361,4 years ago,"Pune, Maharashtra, India",1.0,,11,661,,194.0,Notebooks Master
Josh,230,master,https://www.kaggle.com/joshuaswords,5,5,10,360,3 years ago,"New York, New York, United States",1.0,,20,392,131.0,233.0,Notebooks Master
Morris Lee,231,master,https://www.kaggle.com/leekahwin,0,13,5,360,2 years ago,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,4,18,240,228.0,231.0,Notebooks Master
Kaggle Kerneler,232,expert,https://www.kaggle.com/kerneler,0,1,5,359,4 years ago,"Sunnyvale, California, United States",,11,"56,327",,68.0,232.0,Kaggle Team
swimmy,233,master,https://www.kaggle.com/swimmy,3,7,7,358,6 years ago,"Tokyo, Tokyo, Japan",20.0,8,17,87,220.0,234.0,Notebooks Master
Muhammad Bux Alvi,234,expert,https://www.kaggle.com/mbalvi75,0,9,11,358,5 years ago,"Bahawalpur, Punjab, Pakistan",,7,21,166,,185.0,Notebooks Master
Nanashi,235,grandmaster,https://www.kaggle.com/jesucristo,17,5,1,356,4 years ago,"Munich, Bavaria, Germany",109.0,9,27,"1,247",9.0,235.0,Notebooks Grandmaster
Daniil Karpov,236,expert,https://www.kaggle.com/vanguarde,1,4,2,352,3 years ago,"Moscow, Russia",11.0,,7,150,162.0,236.0,Notebooks Expert
whxna-0615,237,expert,https://www.kaggle.com/jiaowoguanren,0,0,18,350,7 months ago,"Shenzhen, Guangdong Province, China",1.0,,229,56,226.0,238.0,Notebooks Expert
CPMP,238,grandmaster,https://www.kaggle.com/cpmpml,15,8,15,348,10 years ago,France,83.0,14,52,"9,710",12.0,239.0,Competitions Grandmaster
James Trotman,239,master,https://www.kaggle.com/jtrotman,1,16,37,345,7 years ago,,83.0,11,96,449,178.0,240.0,Competitions Master
Kamogawa_Horumo,240,master,https://www.kaggle.com/xia464,6,6,1,345,3 years ago,"Kyoto, Kyoto, Japan",22.0,,13,119,151.0,241.0,Notebooks Master
T88,241,master,https://www.kaggle.com/t88take,4,12,4,337,3 years ago,"Osaka, Osaka, Japan",23.0,,20,139,128.0,243.0,Competitions Master
Kartik Khandelwal,242,master,https://www.kaggle.com/kartik2khandelwal,5,5,14,336,2 years ago,"Agra, Uttar Pradesh, India",5.0,3,34,529,149.0,244.0,Notebooks Master
Baris Dincer,243,expert,https://www.kaggle.com/brsdincer,0,1,54,334,2 years ago,"İstanbul, İstanbul, Turkey",,96,222,238,148.0,245.0,Datasets Expert
Saurav Anand,244,master,https://www.kaggle.com/saurav9786,6,8,18,333,3 years ago,"Amsterdam, North Holland, Netherlands",2.0,8,42,743,197.0,249.0,Notebooks Master
Jun Hyeok,245,master,https://www.kaggle.com/junhyeok99,3,7,19,333,a year ago,"Busan, Busan, South Korea",15.0,15,33,218,106.0,247.0,Notebooks Master
AashiDutt,246,expert,https://www.kaggle.com/aashidutt3,0,3,30,332,5 years ago,"Ambala, Haryana, India",,1,47,161,245.0,248.0,Notebooks Expert
Murilão,247,master,https://www.kaggle.com/upadorprofzs,9,1,0,332,3 years ago,"Rio Grande, State of Rio Grande do Sul, Brazil",3.0,6,10,365,33.0,246.0,Datasets Grandmaster
yuanzhe zhou,248,expert,https://www.kaggle.com/yuanzhezhou,5,1,2,332,3 years ago,"Wuhan, Hubei, China",26.0,33,10,355,200.0,251.0,Competitions Master
ARShaik,249,master,https://www.kaggle.com/abdulravoofshaik,3,7,9,332,9 months ago,,7.0,7,20,270,191.0,252.0,Notebooks Master
Anıl Öztürk,250,expert,https://www.kaggle.com/nlztrk,1,8,9,331,4 years ago,"Istanbul, Istanbul, Turkey",18.0,5,18,113,226.0,250.0,Datasets Expert
Aneri Dalwadi,251,master,https://www.kaggle.com/aneridalwadi,3,7,0,328,a year ago,"Ahmedabad, Gujarat, India",6.0,,10,158,220.0,253.0,Notebooks Master
K Scott Mader,252,master,https://www.kaggle.com/kmader,12,19,74,326,10 years ago,"Portland, Oregon, United States",18.0,87,461,124,7.0,254.0,Datasets Grandmaster
Sreevishnu Damodaran,253,master,https://www.kaggle.com/sreevishnudamodaran,6,6,3,326,2 years ago,"Kochi, Kerala, India",3.0,16,15,246,97.0,255.0,Notebooks Master
Burak Dilber,254,expert,https://www.kaggle.com/burakdilber,1,8,1,325,4 years ago,"İzmir, İzmir, Turkey",8.0,1,10,376,250.0,256.0,Notebooks Expert
Geir Drange,255,master,https://www.kaggle.com/mistag,3,7,22,323,4 years ago,"Oslo, Oslo, Norway",8.0,8,57,183,109.0,257.0,Notebooks Master
Siti Khotijah,256,master,https://www.kaggle.com/khotijahs1,3,15,35,318,4 years ago,"Bandung, West Java, Indonesia",108.0,22,69,400,81.0,261.0,Notebooks Master
Ashwin Shetgaonkar,257,master,https://www.kaggle.com/ashwinshetgaonkar,0,11,10,318,a year ago,"Morjim, Goa, India",2.0,2,22,421,193.0,262.0,Notebooks Master
tarık kaan koç,258,expert,https://www.kaggle.com/tarkkaanko,1,8,6,318,6 months ago,,2.0,1,15,343,247.0,260.0,Notebooks Expert
Shruti Pandit,259,expert,https://www.kaggle.com/shrutipandit707,0,7,18,317,8 months ago,"Mumbai, Maharashtra, India",1.0,45,45,304,,237.0,Datasets Expert
Luiz Bueno,260,master,https://www.kaggle.com/juniorbueno,0,14,12,316,a year ago,"Campinas, State of São Paulo, Brazil",,11,51,124,160.0,263.0,Notebooks Master
Maunish dave,261,master,https://www.kaggle.com/maunish,6,5,9,313,4 years ago,"Vadodara, Gujarat, India",16.0,48,44,123,77.0,264.0,Notebooks Master
moth,262,expert,https://www.kaggle.com/alejopaullier,2,6,5,309,3 years ago,,9.0,10,13,221,257.0,258.0,Datasets Expert
Carrie CH,263,master,https://www.kaggle.com/carriech,1,11,14,309,3 years ago,,2.0,,31,845,186.0,268.0,Notebooks Master
Shreya Sajal,264,master,https://www.kaggle.com/shreyasajal,6,8,1,309,2 years ago,"Patna, Bihar, India",17.0,6,15,183,186.0,269.0,Notebooks Master
Hiroshi Oshio,265,master,https://www.kaggle.com/hiroshioshio,7,4,0,309,a year ago,,4.0,,11,132,167.0,271.0,Notebooks Master
Heng Zheng,266,master,https://www.kaggle.com/hengzheng,3,11,17,308,5 years ago,"Guangzhou, Guangdong Province, China",51.0,29,51,157,145.0,266.0,Competitions Master
Nadia Nizam,267,expert,https://www.kaggle.com/nadianizam,7,0,0,308,2 years ago,"Karachi, Sindh, Pakistan",,3,7,688,184.0,272.0,Datasets Expert
Dieter,268,grandmaster,https://www.kaggle.com/christofhenkel,18,6,6,307,5 years ago,"Munich, Bavaria, Germany",64.0,21,38,"1,066",6.0,267.0,Competitions Grandmaster
Rida Mahmood,269,master,https://www.kaggle.com/ridamahmood005,1,9,1,307,a year ago,,,1,11,511,259.0,273.0,Notebooks Master
Mrinal Tyagi,270,expert,https://www.kaggle.com/tr1gg3rtrash,1,7,2,306,3 years ago,"New Delhi, Delhi, India",2.0,8,10,246,264.0,274.0,Datasets Expert
Qishen Ha,271,master,https://www.kaggle.com/haqishen,10,7,1,305,7 years ago,"Tokyo, Tokyo, Japan",45.0,76,20,507,48.0,277.0,Competitions Grandmaster
Jonathan Bown,272,expert,https://www.kaggle.com/jonbown,0,6,15,304,5 years ago,"Salt Lake City, Utah, United States",8.0,15,27,390,269.0,276.0,Datasets Expert
Salman Ibne Eunus,273,master,https://www.kaggle.com/salmaneunus,1,17,38,304,3 years ago,"Dhaka, Dhaka Division, Bangladesh",13.0,21,73,803,87.0,278.0,Notebooks Master
Woo Seung Han,274,master,https://www.kaggle.com/hadeux,5,5,0,303,3 years ago,,5.0,,10,426,198.0,280.0,Notebooks Master
Firat Gonen,275,grandmaster,https://www.kaggle.com/frtgnn,16,4,3,299,4 years ago,"İstanbul, İstanbul, Turkey",46.0,17,23,"2,411",35.0,282.0,Datasets Grandmaster
Mammad Abbasli,276,master,https://www.kaggle.com/mammadabbasli,2,10,1,299,3 years ago,"Baku, Azerbaijan",,14,13,461,221.0,281.0,Notebooks Master
khyeh,277,expert,https://www.kaggle.com/khyeh0719,4,5,4,297,5 years ago,"Hsinchu, Taiwan",67.0,84,23,271,58.0,283.0,Competitions Grandmaster
Puru Behl,278,master,https://www.kaggle.com/accountstatus,2,14,41,297,3 years ago,"Delhi, Delhi, India",15.0,13,89,829,74.0,285.0,Notebooks Master
Songul Erdem Guler,279,master,https://www.kaggle.com/songulerdem,4,6,0,297,3 years ago,,5.0,1,10,344,193.0,286.0,Notebooks Master
Levent Serinol,280,master,https://www.kaggle.com/landfallmotto,2,8,3,297,2 years ago,"İstanbul, İstanbul, Turkey",17.0,5,13,538,265.0,270.0,Notebooks Master
Aziz Özmen,281,master,https://www.kaggle.com/azizozmen,1,14,0,295,a year ago,"Ankara, Ankara, Turkey",1.0,2,15,232,246.0,288.0,Notebooks Master
Ayessa,282,master,https://www.kaggle.com/ayessa,1,9,6,293,a year ago,"Manila, Metro Manila, Philippines",1.0,10,16,121,278.0,284.0,Notebooks Master
Jiashen Liu,283,expert,https://www.kaggle.com/jiashenliu,1,2,13,292,6 years ago,"Amsterdam, North Holland, Netherlands",8.0,1,46,131,24.0,291.0,Competitions Expert
Takamichi Toda,284,master,https://www.kaggle.com/takamichitoda,2,9,17,292,5 years ago,"Yokohama, Kanagawa, Japan",40.0,62,68,172,168.0,287.0,Competitions Master
